bite_date,GenderIDDesc,color,vaccination_yrs,vaccination_date,victim_zip,AdvIssuedYNDesc,WhereBittenIDDesc,quarantine_date,DispositionIDDesc,head_sent_date,release_date,SpeciesIDDesc_DOG,BreedIDDesc_AAUST. TERR.,BreedIDDesc_AIREDALE TER.,BreedIDDesc_AKITA,BreedIDDesc_ALASK. MALAMUTE,BreedIDDesc_AM BULLDOG,BreedIDDesc_AM. ESKIMO,BreedIDDesc_AMER FOX HOUND,BreedIDDesc_AMER. BULL DOG,BreedIDDesc_BASANJI,BreedIDDesc_BASSET HOUND,BreedIDDesc_BEAGLE,BreedIDDesc_BEARDED COLLIE,BreedIDDesc_BERNESEN MT.,BreedIDDesc_BESINJI,BreedIDDesc_BICHON FRESE,BreedIDDesc_BICHON FRISE,BreedIDDesc_BLACK LAB,BreedIDDesc_BLOOD HOUND,BreedIDDesc_BLUE HEELER,BreedIDDesc_BORDER COLLIE,BreedIDDesc_BORDER COLLIE M,BreedIDDesc_BOSTON TERRIER,BreedIDDesc_BOUVIER,BreedIDDesc_BOX TERRIER,BreedIDDesc_BOXER,BreedIDDesc_BRIARD,BreedIDDesc_BRITNEY SPANIEL,BreedIDDesc_BULL DOG,BreedIDDesc_BULLMASTIFF,BreedIDDesc_CANE CORSO,BreedIDDesc_CATAHOULA,BreedIDDesc_CATTLE DOG,BreedIDDesc_CHICHAUHUA,BreedIDDesc_CHOCOLATE LAB.,BreedIDDesc_CHOW CHOW,BreedIDDesc_COCKAPOO,BreedIDDesc_COCKER SPAINEL,BreedIDDesc_COLLIE,BreedIDDesc_COON HOUND,BreedIDDesc_CORGI,BreedIDDesc_DACHSHUND,BreedIDDesc_DALMATIAN,BreedIDDesc_DOBERMAN,BreedIDDesc_DOTSON,BreedIDDesc_ENG. MASTIFF,BreedIDDesc_ENGLISH BULLDOG,BreedIDDesc_ENGLISH SETTER,BreedIDDesc_ENGLISH SHEPARD,BreedIDDesc_FOX TERRIER,BreedIDDesc_FOX TERRIER MIX,BreedIDDesc_FRENCH BULLDOG,BreedIDDesc_GERM SHEPHERD,BreedIDDesc_GOLD RETRIEVER,BreedIDDesc_GOLDEN LAB,BreedIDDesc_GREAT DANE,BreedIDDesc_GREAT PYRENEESE,BreedIDDesc_GREYHOUND,BreedIDDesc_HAVANESE,BreedIDDesc_HEELER,BreedIDDesc_HUSKY,BreedIDDesc_IRISH SETTER,BreedIDDesc_IRISH SPANIEL,BreedIDDesc_IRISH WOLFHOUND,BreedIDDesc_LABRADOR RETRIV,BreedIDDesc_LAKELAND TER.,BreedIDDesc_LHASA APSO,BreedIDDesc_MALAMUTE,BreedIDDesc_MALTASE,BreedIDDesc_MASTIF,BreedIDDesc_MIN PIN,BreedIDDesc_NEW FOUNDLAND,BreedIDDesc_OLD ENG SHP DOG,BreedIDDesc_OTHER,BreedIDDesc_PEKINGESE,BreedIDDesc_PIT BULL,BreedIDDesc_POMERANIAN,BreedIDDesc_POODLE,BreedIDDesc_PUG,BreedIDDesc_PYRENES,BreedIDDesc_RAT TERRIER,BreedIDDesc_RED HEELER,BreedIDDesc_ROTTWEILER,BreedIDDesc_SAINT BERNARD,BreedIDDesc_SAMOYED,BreedIDDesc_SCHNAUZER,BreedIDDesc_SCOTTISH TER.,BreedIDDesc_SHAR-PEI,BreedIDDesc_SHEEP DOG,BreedIDDesc_SHELTIE,BreedIDDesc_SHIH TZU,BreedIDDesc_SIBERAN HUSKY,BreedIDDesc_SPITZ,BreedIDDesc_ST BERNARD,BreedIDDesc_STAN POODLE,BreedIDDesc_TOY FOX TERRIER,BreedIDDesc_TOY POODLE,BreedIDDesc_WEIMARANER,BreedIDDesc_WEINER DOG,BreedIDDesc_WELSH CORGI,BreedIDDesc_WESTIE,BreedIDDesc_YORKSHIRE TERRIER,ResultsIDDesc_NEGATIVE,ResultsIDDesc_POSITIVE,ResultsIDDesc_UNKNOWN
2011-02-11 00:00:00,FEMALE,BLACK-WHIT,3.0,2010-06-26 00:00:00,40219,NO,HEAD,2011-02-14 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-12 00:00:00,,,,,40258,NO,HEAD,2011-02-14 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-13 00:00:00,FEMALE,RED,3.0,2010-10-06 00:00:00,40218,NO,BODY,2011-02-14 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-15 00:00:00,MALE,BRN-BRINDL,,,40212,,HEAD,2011-02-16 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-16 00:00:00,,WHITE,,,40203,NO,BODY,2011-02-21 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-17 00:00:00,MALE,GRAY,3.0,2010-03-31 00:00:00,40219,NO,BODY,2011-02-17 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-17 00:00:00,MALE,BLACK-WHIT,1.0,2011-03-15 00:00:00,40229,NO,BODY,2011-02-21 00:00:00,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-18 00:00:00,FEMALE,FAWN,1.0,2011-03-05 00:00:00,40241,NO,BODY,2011-02-21 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-18 00:00:00,MALE,TRI,1.0,2011-02-18 00:00:00,40214,NO,BODY,2011-02-21 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-18 00:00:00,MALE,BLACK-TAN,,,40211,NO,BODY,2011-02-21 00:00:00,RELEASED,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-20 00:00:00,,TAN-WHITE,,,40272,NO,BODY,2011-02-20 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-21 00:00:00,MALE,YELLOW,1.0,2010-06-25 00:00:00,40245,NO,BODY,2011-02-22 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-22 00:00:00,MALE,BLK-BROWN,3.0,2008-08-30 00:00:00,40228,NO,BODY,2011-02-23 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-23 00:00:00,FEMALE,CHOCOLATE,1.0,2011-03-09 00:00:00,40216,NO,BODY,2011-02-24 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-24 00:00:00,MALE,LT. GOLDEN,1.0,2010-06-10 00:00:00,40220,NO,BODY,2011-02-25 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-24 00:00:00,MALE,BLACK,1.0,2010-04-01 00:00:00,40165,NO,BODY,2011-02-28 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-26 00:00:00,MALE,BRN-BRINDL,3.0,2009-05-02 00:00:00,40210,NO,BODY,2011-02-28 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-27 00:00:00,,TAN,,,40241,NO,HEAD,2011-02-27 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-02-27 00:00:00,FEMALE,BLK-WHT,1.0,2011-01-29 00:00:00,40214,NO,BODY,2011-02-28 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-03-01 00:00:00,MALE,WHITE-BRN,1.0,2010-06-05 00:00:00,40216,NO,BODY,2011-03-02 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-03-01 00:00:00,,BROWN-BLK,,,40203,NO,BODY,2011-03-01 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-03-02 00:00:00,MALE,GRAY-WHT,1.0,2011-03-17 00:00:00,40202,NO,BODY,2011-03-07 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2011-03-06 00:00:00,MALE,BRINDLE,1.0,2011-03-25 00:00:00,40219,NO,HEAD,2011-03-07 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-03-07 00:00:00,MALE,CREAM,1.0,2011-03-20 00:00:00,40214,NO,BODY,2011-03-09 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-03-08 00:00:00,MALE,BLACK,3.0,2009-06-01 00:00:00,40220,NO,BODY,2011-03-09 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011-03-09 00:00:00,FEMALE,BLK-BRINDL,1.0,2011-02-11 00:00:00,40204,NO,BODY,2011-03-09 00:00:00,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
